estno,state,county,naics,value,weight,miles
28771,13,129,4238,240.458,39.0762,12.5699
28772,13,129,4238,275.707,35.4619,16.681
28773,13,129,4244,148.579,6.09666,1.96112
28774,13,129,4244,26.6136,20.1755,0.976896
28775,13,129,4244,47.0402,17.5416,6.91805
28776,13,129,4249,18.9734,23.0716,4.18685
28777,13,129,4543,143.213,112.655,8.70807
28778,13,129,4543,57.2684,60.4106,3.0279
28779,13,131,4238,187.218,22.9772,11.7366
28780,13,131,4244,301.459,9.59408,3.18452
28781,13,131,4244,43.1358,36.4787,2.17831
28782,13,131,4244,91.1614,43.012,16.2422
28783,13,131,4249,22.4901,29.5281,4.54615
28784,13,135,311 ,1487.76,1197.22,270.304
28785,13,135,311 ,1421.98,1095.85,306.122
28786,13,135,311 ,1425.18,1243.23,313.799
28787,13,135,311 ,1754.06,1090.44,318.725
28788,13,135,311 ,1705.82,1102.73,296.17
28789,13,135,311 ,1660.04,1287.46,255.707
28790,13,135,311 ,1369.75,1101.95,306.708
28791,13,135,311 ,1550.74,1152,271.558
28792,13,135,311 ,1479.45,1213.78,281.772
28793,13,135,312 ,410.891,248.794,80.1516
28794,13,135,312 ,11.4708,0.657843,0.307574
28795,13,135,313 ,1359.27,349.149,260.963
28796,13,135,314 ,2187.78,598.751,320.731
28797,13,135,314 ,1741.31,480.963,317.686
28798,13,135,314 ,1951.34,608.866,255.995
28799,13,135,321 ,448.328,1276.66,251.012
28800,13,135,321 ,458.496,1128.12,273.587
28801,13,135,321 ,418.586,1044.06,194.673
28802,13,135,321 ,440.264,1179.83,259.742
28803,13,135,322 ,749.955,980.17,470.927
28804,13,135,322 ,645.999,902.881,445.92
28805,13,135,322 ,871.059,70.2303,34.8138
28806,13,135,322 ,664.058,53.7198,33.3088
28807,13,135,323 ,564.525,162.535,86.1578
28808,13,135,323 ,612.648,169.994,90.5959
28809,13,135,323 ,539.469,149.248,91.9529
28810,13,135,323 ,488.505,215.12,82.3179
28811,13,135,323 ,633.666,158.872,85.1531
28812,13,135,323 ,456.669,176.443,87.7152
28813,13,135,323 ,515.535,180.897,85.8914
28814,13,135,323 ,558.005,178.247,88.757
28815,13,135,323 ,563.628,175.746,95.0423
28816,13,135,323 ,469.81,149.444,87.7287
28817,13,135,323 ,548.839,207.029,91.1563
28818,13,135,323 ,410.904,173.46,91.0221
28819,13,135,323 ,569.029,209.506,89.4255
28820,13,135,323 ,578.392,156.513,95.6156
28821,13,135,323 ,472.464,148.003,83.1588
28822,13,135,323 ,470.287,153.061,84.5846
28823,13,135,323 ,507.707,190.723,85.5449
28824,13,135,323 ,583.753,165.62,106.986
28825,13,135,323 ,459.86,155.106,84.7308
28826,13,135,325 ,1130.22,430.945,186.522
28827,13,135,325 ,1107.6,500.809,195.093
28828,13,135,325 ,1104.41,454.035,195.693
28829,13,135,325 ,1185.85,576.791,165.642
28830,13,135,325 ,1225.52,498.841,199.114
28831,13,135,325 ,1319.29,515.819,168.146
28832,13,135,325 ,1168.22,519.122,196.828
28833,13,135,325 ,724.03,620.551,246.19
28834,13,135,325 ,615.393,597.25,231.424
28835,13,135,325 ,810.98,754.631,242.497
28836,13,135,325 ,686.064,716.221,214.91
28837,13,135,325 ,663.295,655.084,238.543
28838,13,135,325 ,709.223,590.678,188.169
28839,13,135,325 ,706.234,559.849,211.823
28840,13,135,325 ,235.717,1330.23,140.304
28841,13,135,325 ,186.119,1600.39,152.07
28842,13,135,325 ,196.272,1546.93,151.168
28843,13,135,325 ,190.979,1317.06,152.67
28844,13,135,325 ,192.574,1374.9,167.944
28845,13,135,325 ,233.004,1476.31,168.14
28846,13,135,325 ,193.884,1482.5,148.572
28847,13,135,326 ,1505.17,438.341,172.184
28848,13,135,326 ,1435.94,389.994,196.475
28849,13,135,326 ,1541.79,387.987,193.445
28850,13,135,326 ,1903.54,345.648,197.769
28851,13,135,327 ,123.079,1155.92,276.757
28852,13,135,327 ,128.673,1091.06,248.791
28853,13,135,327 ,150.537,1262.8,296.292
28854,13,135,327 ,142.173,1084.31,300.559
28855,13,135,327 ,149.604,1087.21,337.392
28856,13,135,327 ,115.876,1070.94,317.717
28857,13,135,336 ,691.996,13.2408,8.69569
28858,13,135,336 ,564.207,11.448,8.12918
28859,13,135,336 ,704.362,13.4327,7.32379
28860,13,135,337 ,1430.56,283.767,114.898
28861,13,135,337 ,1600.32,291.016,118.38
28862,13,135,337 ,1292.33,322.725,111.823
28863,13,135,337 ,1363.08,305.015,123.778
28864,13,135,337 ,1261.47,393.099,116.961
28865,13,135,337 ,1345.81,197.734,126.494
28866,13,135,337 ,1176.65,322.659,105.045
28867,13,135,339 ,497.226,782.353,226.979
28868,13,135,339 ,466.841,529.098,188.049
28869,13,135,339 ,443.801,613.009,213.713
28870,13,135,339 ,475.827,637.629,209.537
28871,13,135,339 ,495.65,591.091,232.676
28872,13,135,339 ,480.405,675.086,250.642
28873,13,135,339 ,509.592,609.198,216.318
28874,13,135,339 ,431.527,613.624,270.507
28875,13,135,339 ,511.714,528.589,258.149
28876,13,135,339 ,519.253,624.264,229.294
28877,13,135,339 ,521.016,704.637,211.985
28878,13,135,339 ,398.302,692.307,229.93
28879,13,135,339 ,499.064,491.477,211.269
28880,13,135,339 ,486.672,537.255,211.279
28881,13,135,339 ,367.759,731.341,230.6
28882,13,135,339 ,470.073,608.763,278.955
28883,13,135,339 ,531.029,649.18,239.508
28884,13,135,339 ,487.482,636.521,192.944
28885,13,135,339 ,484.868,676.022,242.088
28886,13,135,339 ,2268.46,695.143,355.509
28887,13,135,339 ,2358.9,734.759,336.121
28888,13,135,339 ,2369.14,801.483,345.845
28889,13,135,339 ,2446.97,630.214,344.949
28890,13,135,339 ,2384.23,667.672,354.418
28891,13,135,339 ,2113.67,746.41,355.939
28892,13,135,339 ,2052.88,691.856,374.982
28893,13,135,339 ,2461.95,654.318,384.205
28894,13,135,339 ,2373.01,750.449,347.927
28895,13,135,339 ,2719.99,740.219,385.534
28896,13,135,339 ,2205.82,635.22,368.213
28897,13,135,339 ,2605.48,803.826,391.854
28898,13,135,339 ,2263.06,626.931,400.068
28899,13,135,339 ,2094.37,680.869,361.555
28900,13,135,339 ,2890.83,693.493,298.967
28901,13,135,339 ,2230.38,728.415,310.376
28902,13,135,339 ,2403.15,750.614,358.787
28903,13,135,339 ,2111.7,626.123,302.412
28904,13,135,339 ,2234.47,747.388,348.998
28905,13,135,4231,8615.17,882.278,488.57
28906,13,135,4231,7048.55,866.871,532.351
28907,13,135,4231,6870.33,952.641,632.709
28908,13,135,4231,6798.56,888.854,488.958
28909,13,135,4231,8808.46,1004.57,485.465
28910,13,135,4231,8311.77,819.626,489.177
28911,13,135,4231,7525.39,938.535,464.999
28912,13,135,4231,8678.1,926.959,399.18
28913,13,135,4231,6170.27,949.246,452.818
28914,13,135,4231,7487.58,921.748,563.741
28915,13,135,4231,7071.79,899.978,452.578
28916,13,135,4231,8122.26,757.376,528.335
28917,13,135,4231,8398.78,896.935,427.888
28918,13,135,4231,6877.9,1020.68,583.817
28919,13,135,4231,7972.95,743.019,433.598
28920,13,135,4231,7333.06,817.623,474.265
28921,13,135,4233,205.882,15325.4,1413.11
28922,13,135,4233,204.934,16789.6,1473.23
28923,13,135,4233,230.053,15317.6,1349.15
28924,13,135,4233,220.352,14314.4,1817.01
28925,13,135,4233,214.394,14858.6,1587.67
28926,13,135,4233,187.018,19125.5,1470.11
28927,13,135,4233,218.478,14335.6,1210.33
28928,13,135,4233,256.033,14397.6,1586.9
28929,13,135,4233,191.604,17443.8,1159.29
28930,13,135,4233,225.122,16369.1,1658.9
28931,13,135,4233,205.122,16583.5,1428.42
28932,13,135,4233,205.979,15730.9,1693.89
28933,13,135,4233,220.953,17331.1,1821.63
28934,13,135,4233,196.326,14775,1499.94
28935,13,135,4233,194.744,15316.2,1499.77
28936,13,135,4233,173.472,14634.4,1578.4
28937,13,135,4233,36.1839,1114.43,132.069
28938,13,135,4233,31.4996,855.446,133.197
28939,13,135,4233,39.5286,1140.67,161.156
28940,13,135,4233,41.228,1164.2,156.111
28941,13,135,4233,30.7365,1101,156.711
28942,13,135,4233,33.7794,1037.56,165.476
28943,13,135,4233,42.3265,1063.82,130.497
28944,13,135,4233,32.5299,1040.06,162.91
28945,13,135,4233,36.7651,1125.76,134.549
28946,13,135,4233,37.2363,968.538,154.304
28947,13,135,4233,30.032,951.145,156.783
28948,13,135,4233,36.5365,907.494,144.042
28949,13,135,4233,43.3295,918.138,189.73
28950,13,135,4233,35.8136,982.853,158.831
28951,13,135,4233,44.4597,1183.2,163.743
28952,13,135,4233,26.2745,1170.35,147.956
28953,13,135,4233,97.2864,728.471,48.6199
28954,13,135,4233,100.636,671.505,47.2364
28955,13,135,4233,114.216,557.882,46.8402
28956,13,135,4233,89.3395,653.659,41.9618
28957,13,135,4233,99.8626,641.201,58.4497
28958,13,135,4233,88.8759,692.858,48.5538
28959,13,135,4233,109.951,752.598,48.0757
28960,13,135,4233,99.5801,656.144,45.8215
28961,13,135,4233,86.0441,632.936,61.4051
28962,13,135,4233,85.1921,605.096,53.5076
28963,13,135,4233,91.1477,670.149,47.867
28964,13,135,4233,111.821,612.513,51.0685
28965,13,135,4233,94.1254,748.382,55.006
28966,13,135,4233,111.041,694.597,42.2992
28967,13,135,4233,107.491,726.637,51.4713
28968,13,135,4233,96.9476,571.947,49.1122
28969,13,135,4237,6637.95,597.652,350.449
28970,13,135,4237,7724.04,510.597,343.545
28971,13,135,4237,6471.44,603.618,400.22
28972,13,135,4237,7649.34,597.385,379.833
28973,13,135,4237,6426.38,749.714,330.628
28974,13,135,4237,6614.23,583.289,369.808
28975,13,135,4237,6969.58,569.486,342.207
28976,13,135,4237,5381.74,573.733,374.69
28977,13,135,4237,6238.68,541.149,309.084
28978,13,135,4237,7243.5,466.4,336.052
28979,13,135,4237,6908.91,641.444,374.062
28980,13,135,4237,6414.74,528.841,335.131
28981,13,135,4237,8118.42,559.987,379.575
28982,13,135,4237,6309.64,706.286,330.508
28983,13,135,4237,6006.66,693.057,399.191
28984,13,135,4237,7004.02,486.707,295.922
28985,13,135,4237,5446.42,546.219,365.5
28986,13,135,4238,6590,785.002,319.827
28987,13,135,4238,4701.7,859.178,366.773
28988,13,135,4238,5986.15,874.802,353.994
28989,13,135,4238,5893.28,738.435,330.146
28990,13,135,4238,5773.79,823.478,371.269
28991,13,135,4238,4522.32,634.688,398.214
28992,13,135,4238,5303.54,791.035,428.159
28993,13,135,4238,5402.88,786.51,379.115
28994,13,135,4238,4987.88,742.821,362.254
28995,13,135,4238,6111.85,756.699,349.728
28996,13,135,4238,5186.34,685.77,386.088
28997,13,135,4238,4870.11,855.24,310.281
28998,13,135,4238,5637.36,846.762,372.018
28999,13,135,4238,6859.89,880.214,347.423
29000,13,135,4238,5680.38,719.756,301.629
29001,13,135,4238,5295.82,793.718,328.286
29002,13,135,4238,4998.75,849.891,362.2
29003,13,135,4238,4402.49,734.689,393.626
29004,13,135,4238,4436.96,889.323,367.274
29005,13,135,4238,5612.57,781.442,439.331
29006,13,135,4238,5997.44,708.524,319.196
29007,13,135,4238,5398.66,828.233,436.158
29008,13,135,4238,5965.24,740.444,378.399
29009,13,135,4238,4772.61,764.085,363.043
29010,13,135,4238,5571.16,778.552,366.181
29011,13,135,4238,4930.54,704.935,371.484
29012,13,135,4238,5879.23,765.689,283.005
29013,13,135,4238,5066.49,708.11,306.713
29014,13,135,4238,5240.77,715.782,395.936
29015,13,135,4238,5613.72,705.38,311.334
29016,13,135,4238,5736.91,761.583,418.031
29017,13,135,4238,5640.26,797.497,352.667
29018,13,135,4238,5404.73,716.471,388.145
29019,13,135,4238,5690.12,762.598,399.183
29020,13,135,4238,5498.92,928.649,332.13
29021,13,135,4238,6180.11,756.975,380.596
29022,13,135,4238,6654.32,641.397,318.17
29023,13,135,4238,5560.61,945.098,346.275
29024,13,135,4238,6675.63,678.932,338.97
29025,13,135,4238,6200.84,814.164,283.519
29026,13,135,4238,5340.67,751.932,337.492
29027,13,135,4238,5009.01,653.517,338.902
29028,13,135,4238,5576.5,735.917,422.84
29029,13,135,4238,5604.99,764.163,327.05
29030,13,135,4243,119.692,4494.33,313.872
29031,13,135,4243,146.939,4420.96,360.173
29032,13,135,4243,147.029,4317.97,276.607
29033,13,135,4243,135.813,5158.76,296.531
29034,13,135,4243,106.1,4550.79,353.993
29035,13,135,4243,128.019,4247.39,309.039
29036,13,135,4243,121.252,3452.9,348.933
29037,13,135,4243,119.011,4636.6,306.27
29038,13,135,4243,131.943,4396.38,344.792
29039,13,135,4243,138.895,4267.3,287.78
29040,13,135,4244,3681.19,159.145,70.9054
29041,13,135,4244,4187.1,139.14,58.5517
29042,13,135,4244,4716.54,171.302,54.6659
29043,13,135,4244,3426.57,176.318,62.6207
29044,13,135,4244,3738.76,182.645,51.5998
29045,13,135,4244,4039.44,166.667,52.506
29046,13,135,4244,3863.21,173.966,71.6916
29047,13,135,4244,4152.16,171.233,53.4562
29048,13,135,4244,3371.95,160.473,67.1565
29049,13,135,4244,2922.33,168.258,55.5481
29050,13,135,4244,3450.09,182.635,55.8778
29051,13,135,4244,3442.16,153.317,60.7185
29052,13,135,4244,4275.46,150.13,63.77
29053,13,135,4244,4005.46,157.818,63.2576
29054,13,135,4244,3812.79,145.197,60.704
29055,13,135,4244,3490.77,169.656,58.4824
29056,13,135,4244,4131.53,151.04,67.3144
29057,13,135,4244,4017.27,162.589,64.0185
29058,13,135,4244,3021.9,149.678,52.6605
29059,13,135,4244,737.445,548.87,35.5253
29060,13,135,4244,765.851,661.543,29.8181
29061,13,135,4244,798.682,625.772,27.7824
29062,13,135,4244,797.074,517.618,29.5578
29063,13,135,4244,812.245,497.584,23.2358
29064,13,135,4244,785.571,719.843,34.3676
29065,13,135,4244,799.613,523.143,32.3872
29066,13,135,4244,808.843,523.312,34.9009
29067,13,135,4244,666.259,598.305,26.4545
29068,13,135,4244,717.261,566.466,27.7959
29069,13,135,4244,693.578,570.284,28.5677
29070,13,135,4244,736.206,701.767,30.3304
29071,13,135,4244,692.533,567.079,30.6887
29072,13,135,4244,735.749,456.384,29.8866
29073,13,135,4244,773.83,638.991,31.1618
29074,13,135,4244,663.537,650.365,29.8164
29075,13,135,4244,721.772,601.839,30.5334
29076,13,135,4244,819.291,626.71,31.7675
29077,13,135,4244,749.949,577.897,29.6258
29078,13,135,4244,972.005,487.537,202.759
29079,13,135,4244,1315.61,647.227,208.79
29080,13,135,4244,1383.48,644.91,258.358
29081,13,135,4244,1317.31,575.74,215.108
29082,13,135,4244,1562.61,547.431,207.306
29083,13,135,4244,1424.22,553.845,232.564
29084,13,135,4244,1519.26,458.35,243.639
29085,13,135,4244,1147.53,504.015,227.618
29086,13,135,4244,1196.67,583.051,226.7
29087,13,135,4244,1627.25,570.131,263.091
29088,13,135,4244,1473.44,573.414,220.436
29089,13,135,4244,1343.4,588.474,205.462
29090,13,135,4244,1300.24,557.311,222.47
29091,13,135,4244,1356.67,590.462,223.035
29092,13,135,4244,1262.29,661.487,205.415
29093,13,135,4244,1490.78,540.765,231.588
29094,13,135,4244,1388.96,611.54,216.591
29095,13,135,4244,1477.23,591.758,241.554
29096,13,135,4244,1301.14,695.241,221.66
29097,13,135,4249,449.813,484.044,78.4627
29098,13,135,4249,505.99,400.829,80.7106
29099,13,135,4249,554.527,553.089,90.4209
29100,13,135,4249,527.638,534.568,92.1053
29101,13,135,4249,625.182,445.25,96.3563
29102,13,135,4249,511.651,497.307,86.9361
29103,13,135,4249,576.476,564.243,89.7901
29104,13,135,4249,466.465,528.6,97.6728
29105,13,135,4249,470.416,581.912,84.8067
29106,13,135,4249,506.105,546.517,80.2927
29107,13,135,4249,543.003,569.076,85.7368
29108,13,135,4249,485.053,608.13,57.5214
29109,13,135,4249,368.588,561.796,94.0884
29110,13,135,4249,531.104,628.525,99.2939
29111,13,135,4249,469.943,542.523,107.214
29112,13,135,4543,1591.24,1425.96,107.874
29113,13,135,4543,1332.13,1510.37,119.205
29114,13,135,4543,1494.95,1661.24,101.991
29115,13,135,4543,1781.25,1413.74,108.918
29116,13,135,4543,1532.86,1857.14,101.689
29117,13,135,4543,1395.31,1725.05,105.587
29118,13,135,4543,1442.55,1800.3,77.0272
29119,13,135,4543,1612.6,1720.72,99.1974
29120,13,135,4543,1501.66,1710.67,89.5691
29121,13,135,4543,1280.91,1644.2,124.629
29122,13,135,4543,1323.87,1543.16,98.0982
29123,13,135,4543,1382.07,1633.68,102.698
29124,13,135,4543,631.069,714.274,32.3811
29125,13,135,4543,638.166,692.963,39.2188
29126,13,135,4543,692.898,680.815,24.5004
29127,13,135,4543,675.26,820.928,36.3828
29128,13,135,4543,624.721,685.627,34.0943
29129,13,135,4543,537.955,630.459,31.6364
29130,13,135,4543,680.402,672.442,38.7756
29131,13,135,4543,719.475,552.712,35.0376
29132,13,135,4543,549.646,642.315,34.6713
29133,13,135,4543,620.542,755.178,31.9189
29134,13,135,4543,611.74,726.213,34.7774
29135,13,135,4543,528.573,677.824,34.3316
29136,13,135,5111,693.946,406.972,153.32
29137,13,135,5111,803.521,448.764,175.325
29138,13,135,5111,835.04,505.218,181.788
29139,13,135,5111,644.365,420.777,172.872
29140,13,135,5111,780.52,504.008,172.294
29141,13,135,5111,726.625,426.128,205.72
29142,13,137,311 ,179.472,139.131,30.1809
29143,13,137,313 ,1115.1,360.79,157.17
29144,13,137,321 ,98.6295,312.419,49.157
29145,13,137,323 ,20.3465,6.26621,2.39252
29146,13,137,339 ,16.6274,32.5734,9.61709
29147,13,137,339 ,94.0638,31.9142,15.5768
29148,13,137,4231,328.312,37.3076,24.8762
29149,13,137,4233,8.49157,542.225,69.507
29150,13,137,4233,1.46212,47.2542,6.41014
29151,13,137,4233,3.51126,27.5468,1.84926
29152,13,137,4238,109.245,14.3348,6.46501
29153,13,137,4543,95.4263,96.9996,7.37633
29154,13,137,4543,45.5041,48.8646,1.94445
29155,13,139,311 ,1036.07,708.084,179.426
29156,13,139,311 ,1023.87,729.45,173.222
29157,13,139,311 ,972.219,890.629,215.29
29158,13,139,311 ,1098.92,810.444,186.566
29159,13,139,311 ,989.111,693.633,207.11
29160,13,139,311 ,875.966,808.839,204.098
29161,13,139,314 ,336.506,98.7868,55.1372
29162,13,139,321 ,124.086,336.048,62.1143
29163,13,139,323 ,41.2562,14.2192,7.50699
29164,13,139,324 ,1.02638,1.61604,1.01992
29165,13,139,324 ,514.745,1087.14,157.107
29166,13,139,325 ,321.531,125.436,48.8998
29167,13,139,325 ,234.745,109.886,48.7881
29168,13,139,325 ,199.392,181.418,58.2287
29169,13,139,325 ,183.162,166.898,66.0208
29170,13,139,325 ,61.1542,422.794,42.7376
29171,13,139,325 ,60.8928,436.695,55.534
29172,13,139,326 ,867.752,211.236,97.2028
29173,13,139,326 ,812.017,213.078,118.796
29174,13,139,327 ,65.8816,465.984,131.826
29175,13,139,327 ,61.6272,506.118,149.92
29176,13,139,327 ,54.5751,520.125,119.656
29177,13,139,331 ,606.83,221.534,98.3039
29178,13,139,336 ,350.103,7.40643,4.50537
29179,13,139,337 ,426.483,102.809,40.1359
29180,13,139,337 ,505.13,93.8957,35.9755
29181,13,139,339 ,86.995,101.892,37.6534
29182,13,139,339 ,62.35,85.8663,37.9997
29183,13,139,339 ,62.9714,122.284,28.0168
29184,13,139,339 ,330.067,115.073,61.8465
29185,13,139,339 ,391.991,85.0844,62.9266
29186,13,139,339 ,355.747,97.7012,55.7552
29187,13,139,4231,1229.32,167.716,95.2676
29188,13,139,4231,1306.34,160.334,82.2194
29189,13,139,4231,1526.65,174.453,101.793
29190,13,139,4233,14.691,1299.11,109.713
29191,13,139,4233,2.48552,80.0212,10.8771
29192,13,139,4233,7.24967,39.4117,3.44291
29193,13,139,4237,1247.14,118.302,67.6012
29194,13,139,4237,1645.06,125.098,67.5776
29195,13,139,4237,1470.68,130.277,55.1971
29196,13,139,4238,1002.59,172.552,56.9274
29197,13,139,4238,1147.41,139.487,68.8771
29198,13,139,4238,973.351,129.623,69.8526
29199,13,139,4238,949.257,121.387,66.5403
29200,13,139,4238,1082.08,140.348,59.1671
29201,13,139,4238,988.651,116.183,68.888
29202,13,139,4238,949.377,141.965,64.816
29203,13,139,4238,805.602,148.315,63.2882
29204,13,139,4244,693.628,26.3827,10.6045
29205,13,139,4244,604.02,25.7075,11.452
29206,13,139,4244,692.58,29.6963,10.8433
29207,13,139,4244,140.616,106.454,6.71483
29208,13,139,4244,154.585,107.798,5.57905
29209,13,139,4244,128.219,105.454,5.91215
29210,13,139,4244,243.629,102.541,36.1451
29211,13,139,4244,242.897,98.761,37.9142
29212,13,139,4244,247.235,121.586,34.7824
29213,13,139,4249,83.1427,92.8026,16.4982
29214,13,139,4249,70.4892,71.1934,15.4773
29215,13,139,4249,88.718,78.584,16.1998
29216,13,139,4543,282.207,288.503,15.243
29217,13,139,4543,339.93,294.513,17.3744
29218,13,139,4543,130.007,131.631,7.28086
29219,13,139,4543,132.805,135.68,5.79986
29220,13,139,5111,175.288,114.472,42.1201
29221,13,143,323 ,21.4658,6.51344,3.40084
29222,13,143,326 ,239.838,62.6851,35.427
29223,13,143,4238,97.5321,18.2877,7.13281
29224,13,151,311 ,191.028,161.453,38.6223
29225,13,151,321 ,91.5715,186.688,44.5591
29226,13,151,323 ,40.0695,13.7465,6.01628
29227,13,151,326 ,574.838,135.261,49.6725
29228,13,151,337 ,174.1,40.5405,15.2616
29229,13,151,339 ,37.5352,51.6952,19.4804
29230,13,151,339 ,38.9437,66.3058,19.7352
29231,13,151,339 ,212.697,61.3117,27.9191
29232,13,151,339 ,223.219,69.0989,29.9613
29233,13,151,4231,1092.48,169.954,70.8204
29234,13,151,4231,1322.08,164.455,107.134
29235,13,151,4231,1557.57,182.919,79.0085
29236,13,151,4233,10.963,855.03,80.93
29237,13,151,4233,1.97466,49.2805,7.69949
29238,13,151,4233,5.51365,38.5256,3.09208
29239,13,151,4237,530.64,49.0772,33.0829
29240,13,151,4238,535.931,81.8491,33.3211
29241,13,151,4238,688.207,69.786,34.5703
29242,13,151,4238,652.676,88.7152,39.8889
29243,13,151,4238,642.537,74.6649,41.9366
29244,13,151,4238,584.671,84.1445,38.3772
29245,13,151,4244,258.961,12.4128,4.5836
29246,13,151,4244,70.8826,37.0253,2.49223
29247,13,151,4244,121.372,46.2557,18.869
29248,13,151,4249,43.201,46.9307,5.46538
29249,13,151,4543,305.934,309.004,20.4433
29250,13,151,4543,228.177,341.48,20.0632
29251,13,151,4543,125.862,126.039,6.79943
29252,13,151,4543,99.4952,134.038,6.00729
29253,13,153,323 ,21.9822,5.73662,3.29846
29254,13,153,326 ,271.136,66.6791,36.026
29255,13,153,327 ,19.4759,202.868,56.5987
29256,13,153,336 ,171.804,3.18383,1.41358
29257,13,153,339 ,35.0933,53.6926,17.2166
29258,13,153,339 ,202.787,60.5841,27.4293
29259,13,153,4231,320.665,35.1945,21.0435
29260,13,153,4237,328.054,24.3279,14.998
29261,13,153,4238,283.609,35.1062,19.596
29262,13,153,4238,287.322,35.2338,18.7292
29263,13,153,4244,134.938,5.74291,2.38697
29264,13,153,4244,23.3099,19.9924,1.00092
29265,13,153,4244,54.0097,16.6245,8.69708
29266,13,153,5111,86.056,36.8177,24.5468
29267,13,157,311 ,168.824,190.907,50.4284
29268,13,157,314 ,346.048,84.0355,65.5858
29269,13,157,321 ,156.987,393.905,76.0956
29270,13,157,323 ,19.4607,9.34588,4.3403
29271,13,157,325 ,179.984,62.8266,30.4548
29272,13,157,325 ,116.19,105.883,34.2724
29273,13,157,325 ,26.5942,230.362,21.0136
29274,13,157,326 ,541.169,130.508,50.6347
29275,13,157,327 ,16.9855,154.395,30.8841
29276,13,157,336 ,174.729,3.10193,2.215
29277,13,157,4231,788.639,80.1217,42.3089
29278,13,157,4237,267.707,24.3032,14.3641
29279,13,157,4238,258.864,38.4816,19.2482
29280,13,157,4238,283.2,34.4319,18.9856
29281,13,157,4244,256.44,8.56484,4.28463
29282,13,157,4244,45.9788,35.0785,1.91519
29283,13,157,4244,83.4281,28.4767,14.5736
29284,13,157,4543,101.21,103.799,6.85111
29285,13,157,4543,39.6055,48.0666,2.37268
29286,13,159,321 ,71.7544,252.752,51.3409
29287,13,161,321 ,156.662,548.441,96.7835
29288,13,161,327 ,17.6685,121.751,26.1608
29289,13,163,337 ,127.519,27.0969,11.7779
29290,13,163,4238,88.7885,11.6353,5.1314
29291,13,169,323 ,19.1061,6.04316,2.86086
29292,13,175,311 ,143.268,105.618,26.9915
29293,13,175,321 ,95.2059,251.293,46.2615
29294,13,175,327 ,12.1814,122.009,31.7277
29295,13,175,337 ,150.146,29.3252,15.457
29296,13,175,4244,164.966,6.03458,2.66567
29297,13,175,4244,30.3011,28.2418,1.48046
29298,13,175,4244,60.3734,25.6418,9.15153
29299,13,175,4249,26.0575,32.4874,4.66555
29300,13,175,4543,209.652,206.218,13.6005
29301,13,175,4543,238.746,197.258,13.1191
29302,13,175,4543,83.5437,91.8388,4.38855
29303,13,175,4543,96.5225,88.2349,4.57455
29304,13,177,4249,27.4012,33.7801,4.97904
29305,13,179,325 ,97.2276,52.0188,15.9172
29306,13,179,325 ,87.9446,68.1349,21.6346
29307,13,179,325 ,19.5607,126.373,18.9535
29308,13,185,311 ,282.048,212.604,53.0267
29309,13,185,311 ,300.034,177.004,52.1301
29310,13,185,321 ,119.483,403.676,64.7635
29311,13,185,322 ,198.386,500.555,224.698
29312,13,185,322 ,502.672,30.6898,12.9757
29313,13,185,323 ,29.4657,9.69285,4.32976
29314,13,185,325 ,250.447,108.341,38.2196
29315,13,185,325 ,325.573,111.242,45.9161
29316,13,185,325 ,144.594,160.97,52.4965
29317,13,185,325 ,176.826,165.667,56.3171
29318,13,185,325 ,46.5998,329.246,43.7124
29319,13,185,325 ,52.3942,310.747,37.736
29320,13,185,326 ,646.938,139.326,66.9537
29321,13,185,327 ,27.229,220.781,52.6755
29322,13,185,4231,699.298,84.0254,43.181
29323,13,185,4233,23.3432,1585.25,144.215
29324,13,185,4233,26.4002,1481.27,163.028
29325,13,185,4233,2.99702,119.361,14.7892
29326,13,185,4233,3.68695,103.651,16.8967
29327,13,185,4233,10.5829,72.6298,4.74968
29328,13,185,4233,10.0588,67.3227,5.42757
29329,13,185,4237,594.217,71.6976,30.029
29330,13,185,4237,736.775,65.7596,35.876
29331,13,185,4238,340.989,42.0857,22.0964
29332,13,185,4238,380.35,57.0786,23.7963
29333,13,185,4238,356.198,51.5886,21.9897
29334,13,185,4244,621.502,27.2374,10.1886
29335,13,185,4244,595.723,27.115,9.37238
29336,13,185,4244,689.161,28.8868,8.22941
29337,13,185,4244,100.017,85.1645,4.57535
29338,13,185,4244,109.697,90.8439,4.51953
29339,13,185,4244,108.592,93.5109,4.53558
29340,13,185,4244,219.383,95.8507,40.8151
29341,13,185,4244,174.047,86.6692,38.8772
29342,13,185,4244,229.74,97.5261,36.2942
29343,13,185,4249,20.1023,24.7551,4.70397
29344,13,185,4543,160.911,162.35,10.1677
29345,13,185,4543,75.5417,61.7991,3.44002
29346,13,187,4543,107.404,83.1154,6.73095
29347,13,187,4543,40.9133,52.1306,2.20499
29348,13,193,321 ,99.3253,305.653,53.9554
29349,13,195,321 ,73.4985,192.658,43.2981
29350,13,199,325 ,99.0602,48.6559,19.9408
29351,13,199,325 ,66.6161,65.8777,22.4266
29352,13,199,325 ,13.247,133.356,16.1972
29353,13,199,4231,319.953,35.5982,20.4332
29354,13,205,4244,152.836,5.23798,2.01051
29355,13,205,4244,23.8076,17.6142,1.15182
29356,13,205,4244,48.6344,19.292,6.48632
29357,13,205,4245,365.044,218.669,119.945
29358,13,205,4245,65.273,250.316,25.1173
29359,13,205,4245,417.45,567.283,131.886
